,Name,Sum,Avg,ks_normal,ks_normal pval,ks_normal log,ks_normal log pval,ks_normal tan,ks_normal tan pval,ks yeo-johnson,ks yeo-johnson pval,ks quantile,ks quantile pval,skew,kurtosis,q0,q0_25,q0_50,q0_75,q1,std,variance,Overflow,perc_in,n_photons,non_zero_vals,zero_vals,table_category,experiment_seria,benchmark_path
10,mc456_mc_1mln_my_params_cube,52946.69037762535,1.2256178328154017,0.4447981604207721,0.0,0.0450045701228016,1.7969749486422276e-76,0.5385963142983399,0.0,0.077950610314621,9.32277944386572e-229,0.2288739866017204,0.0,19.69093745201508,478.7760080681494,0.0,0.0578324326278068,0.1825824488554446,0.4918029675861606,291.02988152605064,8.829143922409083,77.95378240261323,2292212.9505793517,2.257700902443456,1000000,42130,1070,print_stats_srodkowe_przekroje_2D,PORÓWNYWANIE OGÓLNE - my params,CUBES/mc456 my_params 10k-100mln/mc456_mc_100mln_my_params_cube.json
0,random_cube,5741.305383936399,0.1329005875911203,0.0585926079169466,2.323427158875748e-129,0.1396294275809062,0.0,0.0629711341887864,2.288938052536269e-149,0.3894868026274489,0.0,0.112067197102859,0.0,-0.003826754012164,-1.202261398194459,4.028741324579815e-06,0.0664317653974497,0.1332357234591679,0.1990571778081056,0.2657193421046968,0.0765878020231523,0.0058656914187375,0.0,100.0,100000000,43200,0,print_stats_srodkowe_przekroje_2D,PORÓWNYWANIE OGÓLNE - org params,CUBES/mc456 org_params 10k-100mln/mc456_mc_100mln_original_params_cube.json
1,mati-sim 100k_original_params_cube,35021.01019491582,0.810671532289718,0.4785140302232643,0.0,0.4596667553068709,0.0,0.4866296196214871,0.0,0.4660640194724071,0.0,0.4833573814017511,0.0,45.92905928183443,2779.4342754648446,0.0,0.0,0.0,0.0,1275.2959170089182,15.04492100898018,226.34964816645316,497984.2524321088,6.570481128517882,100000,9435,33765,print_stats_srodkowe_przekroje_2D,PORÓWNYWANIE OGÓLNE - org params,CUBES/mc456 org_params 10k-100mln/mc456_mc_100mln_original_params_cube.json
2,mati-sim 10k_original_params_cube,34912.96106001518,0.8081703949077588,0.4785484888402874,0.0,0.5169213569511615,0.0,0.5311663034174566,0.0,0.5301341912275134,0.0,0.5290395965638189,0.0,46.0891069801549,2817.1865987458923,0.0,0.0,0.0,0.0,1288.0300771129828,15.022619569940757,225.679098743167,501167.3697174783,6.512636083733918,10000,4622,38578,print_stats_srodkowe_przekroje_2D,PORÓWNYWANIE OGÓLNE - org params,CUBES/mc456 org_params 10k-100mln/mc456_mc_100mln_original_params_cube.json
3,mati-sim 10mln_original_params_cube,35261.01409888469,0.8162271782149234,0.4785086206086419,0.0,0.3209942318492333,0.0,0.3689106861582589,0.0,0.360665630167885,0.0,0.362448864979928,0.0,46.09455667232687,2805.050332367712,0.0,0.0,0.0,0.0012705491934592,1296.2671786041774,15.14420935059073,229.3470768545197,496911.81174073776,6.625857688853711,10000000,19528,23672,print_stats_srodkowe_przekroje_2D,PORÓWNYWANIE OGÓLNE - org params,CUBES/mc456 org_params 10k-100mln/mc456_mc_100mln_original_params_cube.json
4,mati-sim 1mln_original_params_cube,35229.44686673871,0.8154964552485813,0.4784992881467644,0.0,0.3830730302724991,0.0,0.4236586926325559,0.0,0.3653388870720011,0.0,0.419141986593711,0.0,46.12571349760401,2809.1748265046253,0.0,0.0,0.0,0.0011537739389948,1293.326544028631,15.124077700576708,228.7377262930816,496663.5823155503,6.623408267053067,1000000,14944,28256,print_stats_srodkowe_przekroje_2D,PORÓWNYWANIE OGÓLNE - org params,CUBES/mc456 org_params 10k-100mln/mc456_mc_100mln_original_params_cube.json
5,mc456_mc_100k_original_params_cube,36725.6125867242,0.8501299209889861,0.4699751773054792,0.0,0.4363125054036263,0.0,0.4674368335749418,0.0,0.4447980615022978,0.0,0.4635771004559994,0.0,29.3025585487108,1114.8455765269616,0.0,0.0,0.0,0.0011048091306495,606.6371586379203,11.28507123943691,127.3528328791661,297440.4577436864,10.990227867961377,100000,11179,32021,print_stats_srodkowe_przekroje_2D,PORÓWNYWANIE OGÓLNE - org params,CUBES/mc456 org_params 10k-100mln/mc456_mc_100mln_original_params_cube.json
6,mc456_mc_100mln_original_params_cube,36685.27317292657,0.8491961382621892,0.4701280941640024,0.0,0.2519605665215595,0.0,0.3744363388687226,0.0,0.3434243420477261,0.0,0.2988810990879496,0.0,29.579802975232667,1134.9461395522253,0.0,0.0,1.011371789652451e-05,0.0023121153903979,604.1280392028372,11.330490518402415,128.38001538760705,298558.5651111393,10.942862771378255,100000000,24568,18632,print_stats_srodkowe_przekroje_2D,PORÓWNYWANIE OGÓLNE - org params,CUBES/mc456 org_params 10k-100mln/mc456_mc_100mln_original_params_cube.json
7,mc456_mc_10k_original_params_cube,36617.69299870895,0.8476317823775219,0.4700475649056858,0.0,0.5011384042143426,0.0,0.5190331629355283,0.0,0.517882686542092,0.0,0.5165819454150649,0.0,29.272897615383386,1106.0763684131457,0.0,0.0,0.0,0.0,620.8236031090654,11.279154143225302,127.2193181866365,293983.62974015606,11.076087867813069,10000,6138,37062,print_stats_srodkowe_przekroje_2D,PORÓWNYWANIE OGÓLNE - org params,CUBES/mc456 org_params 10k-100mln/mc456_mc_100mln_original_params_cube.json
8,mc456_mc_10mln_original_params_cube,36672.19671565966,0.8488934424921217,0.4701431922682606,0.0,0.308591566996755,0.0,0.3566707217121618,0.0,0.3433372114900862,0.0,0.3492909716192002,0.0,29.60564865056476,1136.8454438890146,0.0,0.0,0.0,0.0023161821480304,604.2782030727964,11.332190104575943,128.41853256624898,298573.5718910675,10.938899204624828,10000000,20541,22659,print_stats_srodkowe_przekroje_2D,PORÓWNYWANIE OGÓLNE - org params,CUBES/mc456 org_params 10k-100mln/mc456_mc_100mln_original_params_cube.json
9,mc456_mc_1mln_original_params_cube,36661.6391329096,0.8486490540025371,0.4701560473116584,0.0,0.366767963398358,0.0,0.408871040264882,0.0,0.3510363729812431,0.0,0.4033118846975053,0.0,29.573769225094093,1133.716898635876,0.0,0.0,0.0,0.0022778451762186,603.8837032120384,11.333816653743735,128.4553999406789,298638.897135084,10.933963763066362,1000000,16204,26996,print_stats_srodkowe_przekroje_2D,PORÓWNYWANIE OGÓLNE - org params,CUBES/mc456 org_params 10k-100mln/mc456_mc_100mln_original_params_cube.json
0,random_cube,5731.939089223772,0.1326837752135132,0.0575503000244294,8.234744801304579e-125,0.1393657037288019,0.0,0.0623378968103284,2.200295811593358e-146,0.3881277813245483,0.0,0.1120623127958835,0.0,0.0007936643840413,-1.1996217352366592,4.229601467134138e-06,0.066625648160305,0.1324489599540841,0.1990586848971888,0.265635092684398,0.076656567224067,0.0058762292985779,0.0,100.0,100000000,43200,0,print_stats_srodkowe_przekroje_2D,dodatkowe mati-sim 2-layers,CUBES/mati-sim 2-layers/mati-sim 2-layers 1_000_000_photons_cube.json
1,mati-sim 2-layers 1000_photons_cube,80143.37307642563,1.855170673065408,0.5204151856763355,0.0,0.5160202407046597,0.0,0.5164469740665218,0.0,0.5165227664719584,0.0,0.5165227664743679,0.0,21.00899696643088,611.0174398931687,0.0,0.0,0.0,0.0,1153.5933019465426,22.683539882452447,514.5429815988108,3390833.684091049,2.30895715403626,1000,526,42674,print_stats_srodkowe_przekroje_2D,dodatkowe mati-sim 2-layers,CUBES/mati-sim 2-layers/mati-sim 2-layers 1_000_000_photons_cube.json
2,mati-sim 2-layers 100_000_photons_cube,77433.66044947732,1.792445843737901,0.4515483597614162,0.0,0.4123440997450051,0.0,0.4236117631049161,0.0,0.4202473496885354,0.0,0.419867092842246,0.0,20.506553514049905,533.9655527535556,0.0,0.0,0.0,0.5325396431388798,547.5246339678837,14.72230291164884,216.74620302234388,3406860.827448151,2.222362682558432,100000,14977,28223,print_stats_srodkowe_przekroje_2D,dodatkowe mati-sim 2-layers,CUBES/mati-sim 2-layers/mati-sim 2-layers 1_000_000_photons_cube.json
3,mati-sim 2-layers 100_photons_cube,62903.91731530456,1.4561091971135314,0.5106602348871578,0.0,,,,,,,,,42.17933547349143,2052.623462749013,0.0,0.0,0.0,0.0,2899.379331572997,48.671602962639,2368.924934952769,3396473.804535038,1.818359322776082,100,55,43145,print_stats_srodkowe_przekroje_2D,dodatkowe mati-sim 2-layers,CUBES/mati-sim 2-layers/mati-sim 2-layers 1_000_000_photons_cube.json
4,mati-sim 2-layers 10_000_photons_cube,77453.93131572139,1.79291507675281,0.4711462494008013,0.0,0.5361194899778681,0.0,0.5390634774231542,0.0,0.5390758352710354,0.0,0.5390659216977784,0.0,21.42451328146482,599.412863833525,0.0,0.0,0.0,0.0,695.0350153821236,15.939169598678893,254.05712749544944,3406540.8900342486,2.223135661427583,10000,3181,40019,print_stats_srodkowe_przekroje_2D,dodatkowe mati-sim 2-layers,CUBES/mati-sim 2-layers/mati-sim 2-layers 1_000_000_photons_cube.json
5,mati-sim 2-layers 1_000_000_photons_cube,77165.53421092125,1.7862392178453994,0.4511790557811021,0.0,0.1176945222248146,0.0,0.5135964530020549,0.0,0.0874889161475482,3.74590832158458e-288,0.3457267366335882,0.0,20.488534866969875,529.3214469836528,0.0,0.0423871565713611,0.1638452610446631,0.5289920978772049,525.4830750307899,14.559791892791903,211.98753996140883,3404973.337388934,2.216038390664983,1000000,36884,6316,print_stats_srodkowe_przekroje_2D,dodatkowe mati-sim 2-layers,CUBES/mati-sim 2-layers/mati-sim 2-layers 1_000_000_photons_cube.json
0,random_cube,5742.371647389312,0.1329252696154933,0.0580774467817637,4.216652451329689e-127,0.1395520123591803,0.0,0.0626718742819765,5.9300655461977226e-148,0.3902874826550964,0.0,0.1118865323383864,0.0,0.0080034827251232,-1.1971658085589507,5.254885360548585e-06,0.0664738323415001,0.1323001600204952,0.1994303391119551,0.2657352819506237,0.0765974247229033,0.0058671654741808,0.0,100.0,100000000,43200,0,print_stats_srodkowe_przekroje_2D,dodatkowe mati-sim 3-layers,CUBES/mati-sim 3-layers/mati-sim 3-layers 1_000_000_cube.json
1,mati-sim 3-layers 1000_fotonow_cube,25932.764812302976,0.6002954817662726,0.5224121682688453,0.0,0.5106370216496088,0.0,0.5113450488252617,0.0,0.511345048717551,0.0,0.5113450488252587,0.0,21.34242876761867,788.9981672560159,0.0,0.0,0.0,0.0,486.9348499501995,7.1701098248603214,51.410474900558505,3473469.0944594494,0.7410627831608843,1000,473,42727,print_stats_srodkowe_przekroje_2D,dodatkowe mati-sim 3-layers,CUBES/mati-sim 3-layers/mati-sim 3-layers 1_000_000_cube.json
2,mati-sim 3-layers 100_000_fotonow_cube,26604.22232045829,0.6158384796402382,0.4499616323650129,0.0,0.4282267517598105,0.0,0.433082636675318,0.0,0.4211314021122732,0.0,0.4302318792169588,0.0,20.68869737000791,542.8349600682429,0.0,0.0,0.0,0.1962933632322398,183.691464353654,4.897001327366433,23.980622000228603,3456100.355439924,0.763895464758789,100000,14144,29056,print_stats_srodkowe_przekroje_2D,dodatkowe mati-sim 3-layers,CUBES/mati-sim 3-layers/mati-sim 3-layers 1_000_000_cube.json
3,mati-sim 3-layers 100_fotonow_cube,25546.801954630744,0.5913611563571931,0.5127498325865647,0.0,,,,,,,,,30.27979700468432,989.1202609246473,0.0,0.0,0.0,0.0,954.6773714189176,16.600952209640415,275.59161426676496,3481938.130573334,0.7283510106547566,100,63,43137,print_stats_srodkowe_przekroje_2D,dodatkowe mati-sim 3-layers,CUBES/mati-sim 3-layers/mati-sim 3-layers 1_000_000_cube.json
4,mati-sim 3-layers 10_000_fotonow_cube,26620.86432283968,0.6162237111768444,0.4783493709047834,0.0,0.5390286507084769,0.0,0.53983285475069,0.0,0.539727344011437,0.0,0.5396840314964776,0.0,19.464487447727983,493.8895319154878,0.0,0.0,0.0,0.0,214.5199139628124,5.2254581866237135,27.305413260152783,3438432.5129296854,0.768267077719525,10000,2963,40237,print_stats_srodkowe_przekroje_2D,dodatkowe mati-sim 3-layers,CUBES/mati-sim 3-layers/mati-sim 3-layers 1_000_000_cube.json
5,mati-sim 3-layers 1_000_000_cube,26602.428433108013,0.6157969544700929,0.4495791295536083,0.0,0.1862929230534688,0.0,0.4764202644959961,0.0,0.1533319962104911,0.0,0.3523300165428887,0.0,20.528695673188928,530.5346081453602,0.0,0.0073649904614323,0.0636107696886132,0.1919826466703995,176.320510104572,4.8593267926043735,23.61305687732271,3451552.6065483047,0.7648430896712508,1000000,33265,9935,print_stats_srodkowe_przekroje_2D,dodatkowe mati-sim 3-layers,CUBES/mati-sim 3-layers/mati-sim 3-layers 1_000_000_cube.json
0,random_cube,240346.4863636848,6.259023082387624,0.0593452047661621,5.310726720244993e-118,0.1414334876421012,0.0,0.4498871749465634,0.0,0.5070723002544995,0.0,0.5357995271210834,0.0,-0.0040016534929338,-1.20199817095179,6.500729045357762e-05,3.138483497165641,6.243251095529512,9.379008474068446,12.45075744346144,3.604189290900373,12.990180444640938,0.0,100.0,100000000,38400,0,print_stats_srodkowe_przekroje_2D,dodatkowe mati-sim veins,CUBES/mati-sim veins/mati-sim veins 100_000_fotonów_cube.json
1,mati-sim veins 1000_fotonów_cube,716944.2340698307,18.670422762235177,0.507976280016704,0.0,,,,,,,,,49.9383152807941,2621.3392883191127,0.0,0.0,0.0,0.0,45060.55403772519,780.7823683261246,609621.1066889521,109116064.40795612,0.6527584402304198,1000,60,38340,print_stats_srodkowe_przekroje_2D,dodatkowe mati-sim veins,CUBES/mati-sim veins/mati-sim veins 100_000_fotonów_cube.json
2,mati-sim veins 100_000_fotonów_cube,960849.292003872,25.0221169792675,0.4432149155242497,0.0,0.5230933409327162,0.0,0.5260267885817305,0.0,0.5238576403394721,0.0,0.5255712901948901,0.0,11.529634750966856,182.52256785103677,0.0,0.0,0.0,0.0,5066.516266840812,161.97505080862084,26235.917084455305,109205593.92463171,0.872179643772669,100000,4721,33679,print_stats_srodkowe_przekroje_2D,dodatkowe mati-sim veins,CUBES/mati-sim veins/mati-sim veins 100_000_fotonów_cube.json
3,mati-sim veins 100_fotonow_propEnvVec_cube,545410.4455588221,14.203397019760994,0.5024600076187502,0.0,,,,,,,,,191.09678637608795,37082.64703706629,0.0,0.0,0.0,0.0,420737.1855829671,2165.8016168093586,4690696.643374031,119892177.5405609,0.4528573302395262,100,6,38394,print_stats_srodkowe_przekroje_2D,dodatkowe mati-sim veins,CUBES/mati-sim veins/mati-sim veins 100_000_fotonów_cube.json
4,mati-sim veins 100_fotonów_cube,514351.13728131633,13.394560866700946,0.5023175928165942,0.0,,,,,,,,,192.5598551689072,37478.70188062157,0.0,0.0,0.0,0.0,420737.1855829671,2160.049286451152,4665812.919898132,110364059.6596726,0.4638875445493369,100,6,38394,print_stats_srodkowe_przekroje_2D,dodatkowe mati-sim veins,CUBES/mati-sim veins/mati-sim veins 100_000_fotonów_cube.json
5,mati-sim veins 10_000_fotonów_cube,891132.0188170454,23.206562990027223,0.5105855697891644,0.0,0.5291658444579931,0.0,0.5307916336112155,0.0,0.529822265875226,0.0,0.5306211552718918,0.0,20.27429696076017,575.8246265031548,0.0,0.0,0.0,0.0,17293.955905679908,306.3932749950977,93876.83896222156,109398799.3943677,0.8079903644862672,10000,773,37627,print_stats_srodkowe_przekroje_2D,dodatkowe mati-sim veins,CUBES/mati-sim veins/mati-sim veins 100_000_fotonów_cube.json
0,random_cube,5735.091843660123,0.1327567556402806,0.059474040218253,2.85028808801978e-133,0.1408100037660853,0.0,0.063185156272269,2.211306113210009e-150,0.38943747339966,0.0,0.113161445051885,0.0,0.0037329506627034,-1.2034112577900922,2.227592454632256e-05,0.0662360670812919,0.1323978225231352,0.1996956908897115,0.2656603644418692,0.0767663936084691,0.0058930791876504,0.0,100.0,100000000,43200,0,print_stats_srodkowe_przekroje_2D,my demo,CUBES/mc456 my_params 10k-100mln/mc456_mc_100mln_my_params_cube.json
1,mati-sim 100k_original_params_cube,158351.7569083626,3.665549928434319,0.4785140302232643,0.0,0.4595241639208413,0.0,0.4867355480307633,0.0,0.4424894603692846,0.0,0.4827319081440555,0.0,45.92905928183446,2779.434275464845,0.0,0.0,0.0,0.0,5766.405592313297,68.02744012979414,4627.732610612727,2251696.363024102,6.570481128517882,100000,9435,33765,print_stats_srodkowe_przekroje_2D,my demo,CUBES/mc456 my_params 10k-100mln/mc456_mc_100mln_my_params_cube.json
2,mati-sim 10k_original_params_cube,157863.19960379836,3.654240731569407,0.4785484888402874,0.0,0.5169629930268309,0.0,0.5311252452417415,0.0,0.5236891164885447,0.0,0.5292349008587311,0.0,46.089106980154895,2817.186598745893,0.0,0.0,0.0,0.0,5823.984645973029,67.92660146084025,4614.023186019824,2266089.2149657877,6.512636083733916,10000,4622,38578,print_stats_srodkowe_przekroje_2D,my demo,CUBES/mc456 my_params 10k-100mln/mc456_mc_100mln_my_params_cube.json
3,mati-sim 10mln_original_params_cube,159436.96374982194,3.690670457171804,0.4785086206086419,0.0,0.3210596714855486,0.0,0.3689106861582589,0.0,0.3879583881459351,0.0,0.3606262863751753,0.0,46.09455667232683,2805.05033236771,0.0,0.0,0.0,0.0057449427044793,5861.229702175105,68.47638444199539,4689.015226247949,2246847.192006093,6.6258576888537135,10000000,19528,23672,print_stats_srodkowe_przekroje_2D,my demo,CUBES/mc456 my_params 10k-100mln/mc456_mc_100mln_my_params_cube.json
4,mati-sim 1mln_original_params_cube,159294.2286704159,3.687366404407776,0.4784992881467644,0.0,0.3828810296856706,0.0,0.4238229344241346,0.0,0.3895882546227034,0.0,0.4175765454062845,0.0,46.125713497604025,2809.1748265046267,0.0,0.0,0.0,0.0052169291890225,5847.933265297025,68.38535673801306,4676.557016185308,2245724.7924700426,6.623408267053069,1000000,14944,28256,print_stats_srodkowe_przekroje_2D,my demo,CUBES/mc456 my_params 10k-100mln/mc456_mc_100mln_my_params_cube.json
0,random_cube,5735.091843660123,0.1327567556402806,0.059474040218253,2.85028808801978e-133,0.1408068636404804,0.0,0.0633635447609509,3.1333786776729385e-151,0.3897901971665056,0.0,0.1129385032666818,0.0,0.0037329506627034,-1.2034112577900922,2.227592454632256e-05,0.0662360670812919,0.1323978225231352,0.1996956908897115,0.2656603644418692,0.0767663936084691,0.0058930791876504,0.0,100.0,100000000,43200,0,print_stats_srodkowe_przekroje_2D,porównanie python - język c,CUBES/mc456 my_params 10k-100mln/mc456_mc_100mln_my_params_cube.json
1,mc456_mc_100k_my_params_cube,52868.24482421626,1.2238019635235244,0.4448897235596648,0.0,0.3096302352470269,0.0,0.3473534716643544,0.0,0.3050966253383969,0.0,0.3291907080528537,0.0,19.53301790887213,473.4184493283209,0.0,0.0,0.0191157297397753,0.5319228863129682,290.35128825767885,8.83080454909767,77.98310898436408,2291941.9610414337,2.254691859151923,100000,22311,20889,print_stats_srodkowe_przekroje_2D,porównanie python - język c,CUBES/mc456 my_params 10k-100mln/mc456_mc_100mln_my_params_cube.json
2,mc456_mc_100mln_my_params_cube,52826.02082041739,1.2228245560281803,0.4453401733306405,0.0,0.0461338137731424,2.448432705289345e-80,0.2529609498276225,0.0,0.0912141651951328,3.18976837e-313,0.2436105707462498,0.0,19.655981338491763,476.1107202357581,0.0124045418095951,0.0637158852284515,0.1964851915892529,0.4775440321530739,282.2641320327638,8.804174414060325,77.51348711319447,2291495.2982617994,2.253360936080996,100000000,43200,0,print_stats_srodkowe_przekroje_2D,porównanie python - język c,CUBES/mc456 my_params 10k-100mln/mc456_mc_100mln_my_params_cube.json
3,mc456_mc_10k_my_params_cube,52248.02967643029,1.2094451313988492,0.4476287462161804,0.0,0.5246401180483526,0.0,0.530060032074067,0.0,0.5289443200354267,0.0,0.5293667454137736,0.0,19.467145183828247,494.7147132603389,0.0,0.0,0.0,0.0,361.9681578478731,9.18650074330256,84.39179590669849,2287842.4343289994,2.23273546386748,10000,4783,38417,print_stats_srodkowe_przekroje_2D,porównanie python - język c,CUBES/mc456 my_params 10k-100mln/mc456_mc_100mln_my_params_cube.json
4,mc456_mc_10mln_my_params_cube,52846.0565492916,1.2232883460484167,0.4449727528191298,0.0,0.0392895697297303,2.2225617975054385e-58,0.296274893006429,0.0,0.0908299785108574,1.3737487091527e-310,0.2429847465997915,0.0,19.656875266633964,476.3895276819979,0.003674095196541,0.0631808796348848,0.1947800224932762,0.4780044493273144,284.3057328115238,8.80420567601169,77.51403758551646,2291877.277790925,2.2538290882903667,10000000,43200,0,print_stats_srodkowe_przekroje_2D,porównanie python - język c,CUBES/mc456 my_params 10k-100mln/mc456_mc_100mln_my_params_cube.json
5,mc456_mc_1mln_my_params_cube,52946.69037762535,1.2256178328154017,0.4447981604207721,0.0,0.0448301115200116,6.969396356836353e-76,0.5386437675964723,0.0,0.0780331564769186,3.0554124043470043e-229,0.229321645142306,0.0,19.69093745201508,478.7760080681494,0.0,0.0578324326278068,0.1825824488554446,0.4918029675861606,291.02988152605064,8.829143922409083,77.95378240261323,2292212.9505793517,2.257700902443456,1000000,42130,1070,print_stats_srodkowe_przekroje_2D,porównanie python - język c,CUBES/mc456 my_params 10k-100mln/mc456_mc_100mln_my_params_cube.json
6,mc456_p_100k_my_params_tiss_id_4_g_0_9_ls_down_cube,52867.88812688645,1.22379370664089,0.4448899223725375,0.0,0.3096176909058537,0.0,0.3472101231405736,0.0,0.3049785696314609,0.0,0.3290001686241526,0.0,19.532984707848914,473.4191456488616,0.0,0.0,0.0190279426065995,0.5319228863129682,290.35128825767885,8.830777030612863,77.98262296439974,2291941.8547219355,2.2546770921658963,100000,22310,20890,print_stats_srodkowe_przekroje_2D,porównanie python - język c,CUBES/mc456 my_params 10k-100mln/mc456_mc_100mln_my_params_cube.json
